AlertId,CreatedBy,Title,Message,SentAt,Audience,Status,Priority
619,55,Point Redemption Changes,Earn double coins this weekend,3/5/2024,Customers,Awaiting Customer Response,High
620,26,Email Preferences Update.,Account activity alert,10/31/2023,Employees,Closed,Low
621,65,Bug Fix Announcement,Your membership level has been upgraded,1/16/2023,Employees,Investigating,Medium
622,19,Customer Support Downtime,Your order has shipped,3/25/2023,All Users,Dismissed,Medium
623,12,Feedback Survey Launch,Your account summary is ready,11/25/2024,Employees,Resolved,High
624,43,Promo Code Alert,New amenities added near you,12/4/2024,Beta Testers,Closed,Medium
625,1,Delivery Area Expansion,Check out your coin balance,5/22/2023,Inactive Users,Closed,High
626,33,Feature Deactivation Notice,You're close to earning a reward!,11/5/2023,Employees,Resolved,Medium
627,47,Temporary Feature Suspension,Exclusive event invite,4/4/2025,Inactive Users,Dismissed,High
628,48,Coin Balance Adjustment,Your membership level has been upgraded,11/17/2024,New Users,Awaiting Customer Response,High
629,20,Coin Balance Adjustment,New dashboard tools for merchants,10/4/2024,All Users,Investigating,Medium
630,13,Staff Training Announcement,Welcome to CafeCoin!,6/1/2023,Admins,Resolved,Medium
631,66,Rewards Expiry Notice,View your transaction history online,12/13/2024,Employees,Awaiting Customer Response,High
632,54,Scheduled Downtime,Limited-time offer available,1/2/2024,Loyalty Members,Open,High
633,35,Loyalty Program Update,Your feedback matters – take our survey,9/28/2023,Merchants,Investigating,High
634,51,Policy Changes,Earn double coins this weekend,9/10/2024,Admins,Escalated,Medium
635,23,Server Optimization,Your account summary is ready,11/13/2023,Merchants,Escalated,Low
636,42,Terms & Conditions Update,Reminder: Update your payment info,2/19/2023,Admins,Awaiting Customer Response,Medium
637,18,Operating Hours Update,Order ahead and skip the line.,3/2/2025,Merchants,Awaiting Customer Response,Low
638,43,Email Preferences Update.,Your membership level has been upgraded,11/16/2024,All Users,Escalated,High
639,68,Temporary Feature Suspension,New shop locations added,12/14/2023,All Users,Investigating,High
640,29,Reward Limit Update,Important notice about reward items,7/19/2024,Customers,On Hold,Low
641,64,Auto-Reload Changes,Discount applied to your next purchase,9/23/2023,Admins,Resolved,Medium
642,49,Feature Deactivation Notice,Don't miss our spring event,3/11/2023,Beta Testers,Investigating,Medium
643,79,Bug Fix Announcement,You're close to earning a reward!,1/31/2023,All Users,On Hold,Low
644,9,New Feature Launch,Upcoming service outage notice,4/19/2023,Loyalty Members,Investigating,High
645,46,Account Verification Notice,Your membership level has been upgraded,5/8/2023,All Users,Awaiting Customer Response,Low
646,7,Menu Update,Important notice about reward items,10/2/2024,Support Team.,Open,Low
647,15,Delivery Area Expansion,Limited-time offer available,1/8/2024,All Users,Closed,High
648,26,Feedback Survey Launch,Reminder: Update your payment info,3/19/2023,Employees,Escalated,Medium
649,20,Customer Support Downtime,Order ahead and skip the line.,1/30/2024,All Users,Resolved,High
650,6,Reward Limit Update,Account activity alert,10/10/2024,Customers,Open,Low
651,35,Coin Balance Adjustment,We've updated our terms of service,4/26/2024,Customers,Investigating,Medium
652,56,Bug Fix Announcement,New shop locations added,10/28/2023,Support Team.,Dismissed,High
653,50,Loyalty Program Update,System maintenance scheduled tonight,3/5/2023,New Users,Investigating,Medium
654,34,Operating Hours Update,Don't miss our spring event,5/22/2024,Support Team.,On Hold,Low
655,17,Subscription Reminder,Your feedback matters – take our survey,5/29/2024,Customers,On Hold,Low
656,19,Payment System Upgrade,Your membership level has been upgraded,2/4/2024,Employees,Dismissed,Medium
657,36,System Maintenance,We've updated our terms of service,9/20/2023,Support Team.,Dismissed,Low
658,78,Subscription Reminder,Enjoy faster checkout with saved cards,8/11/2023,Employees,Awaiting Customer Response,Medium
659,24,Subscription Reminder,System maintenance scheduled tonight,10/21/2024,Loyalty Members,Open,Low
660,22,Promo Code Alert,Discount applied to your next purchase,3/30/2025,All Users,Resolved,Medium
661,27,Website Maintenance,Refer a friend and earn coins,8/25/2024,Inactive Users,Dismissed,Medium
662,47,Maintenance Completed,Your favorite item is back!,8/30/2024,Support Team.,Resolved,Low
663,33,Feature Deactivation Notice,Don't miss our spring event,1/14/2025,New Users,On Hold,Medium
664,59,Loyalty Tier Adjustment,Community spotlight: Featured merchants,7/21/2023,Customers,Investigating,Medium
665,54,Coin Balance Adjustment,We've updated our terms of service,11/12/2024,Beta Testers,Escalated,Medium
666,55,Account Verification Notice,Exclusive event invite,12/1/2024,Support Team.,Closed,Low
667,38,Website Maintenance,Upcoming service outage notice,9/11/2024,Loyalty Members,Escalated,Low
668,1,App Version Release,Your feedback matters – take our survey,6/17/2024,Beta Testers,Open,Medium
669,72,Customer Support Downtime,Limited-time offer available,5/1/2024,Support Team.,Open,Low
670,2,Feature Testing Phase,New merchant partners added,2/28/2025,Customers,Escalated,Medium
671,41,App Version Release,New shop locations added,4/14/2023,Admins,Investigating,High
672,25,Promo Code Alert,Your order has shipped,1/31/2024,Loyalty Members,Investigating,Low
673,5,Delivery Area Expansion,Your membership level has been upgraded,7/27/2024,Customers,Open,Medium
674,23,Order Delay Notice,Security settings changed,3/10/2023,Merchants,Escalated,Medium
675,45,Customer Support Downtime,New dashboard tools for merchants,5/31/2024,Admins,Escalated,High
676,74,Limited Time Offer,Don't miss our spring event,1/18/2024,Employees,Closed,Low
677,18,Server Optimization,Upcoming service outage notice,3/5/2023,All Users,Open,High
678,37,Service Interruption Notice,New amenities added near you,12/9/2024,Employees,Awaiting Customer Response,Medium
679,8,Limited Time Offer,Faster support now available,1/26/2024,New Users,Investigating,Low
680,73,New Feature Launch,Refer a friend and earn coins,8/13/2024,Loyalty Members,Escalated,Low
681,14,Urgent Security Update,Welcome to CafeCoin!,12/6/2024,Admins,Closed,High
682,53,Terms & Conditions Update,Thank you for being a loyal customer,9/10/2023,Inactive Users,Escalated,Low
683,66,Urgent Security Update,Welcome to CafeCoin!,9/22/2024,Inactive Users,Open,Low
684,67,Data Usage Policy,Faster support now available,7/6/2023,Inactive Users,Investigating,Low
685,61,Bug Fix Announcement,Account activity alert,11/21/2024,New Users,Escalated,High
686,52,Holiday Schedule,Order ahead and skip the line.,7/5/2023,Beta Testers,Awaiting Customer Response,Low
687,75,Service Interruption Notice,Enjoy faster checkout with saved cards,12/11/2023,Inactive Users,Escalated,Medium
688,58,Order Delay Notice,Refer a friend and earn coins,11/18/2024,Customers,On Hold,Low
689,80,Feature Deactivation Notice,Community spotlight: Featured merchants,10/26/2023,Loyalty Members,Awaiting Customer Response,High
690,57,Data Usage Policy,You're close to earning a reward!,10/28/2023,Beta Testers,Closed,Medium
691,77,Coin Balance Adjustment,Stay safe: Avoid phishing scams,9/24/2024,New Users,Investigating,High
692,16,Scheduled Downtime,Security settings changed,4/30/2023,All Users,Open,Low
693,28,App Version Release,We've refreshed our menu!,9/13/2023,Admins,Closed,High
694,11,Feedback Survey Launch,CafeCoin turns one – celebrate with us!,12/6/2024,All Users,Resolved,Low
695,40,Customer Support Downtime,Enjoy faster checkout with saved cards,7/15/2024,Customers,Investigating,High
696,65,Bug Fix Announcement,Check out your coin balance,9/21/2023,All Users,On Hold,High
697,69,Loyalty Program Update,Important notice about reward items,2/14/2025,All Users,Escalated,Low
698,32,System Maintenance,Try our seasonal drinks!,1/9/2023,Inactive Users,Escalated,Low
699,63,App Version Release,New amenities added near you,4/29/2024,Merchants,Open,Low
700,13,Order Delay Notice,Your account summary is ready,11/2/2024,Inactive Users,Resolved,Low
701,4,Service Interruption Notice,Security settings changed,2/25/2023,New Users,Awaiting Customer Response,High
702,44,Subscription Reminder,Weekend flash sale starts now,1/31/2025,New Users,On Hold,Low
703,42,Point Redemption Changes,Reminder: Update your payment info,4/1/2024,New Users,Resolved,High
704,30,App Version Release,Discount applied to your next purchase,2/5/2024,Customers,Resolved,High
705,48,Feedback Survey Launch,Don't miss our spring event,4/4/2023,Customers,Closed,Low
706,71,Urgent Security Update,Your feedback matters – take our survey,5/20/2024,Inactive Users,Closed,Medium
707,76,Bug Fix Announcement,App update now available,2/8/2024,Admins,Closed,High
708,39,Point Redemption Changes,Refer a friend and earn coins,7/19/2024,Beta Testers,Awaiting Customer Response,Low
709,12,App Version Release,Redeem your coins for special items,11/23/2023,Beta Testers,Awaiting Customer Response,Medium
710,70,Feature Deactivation Notice,Important notice about reward items,2/12/2025,New Users,Resolved,Medium
711,21,Service Interruption Notice,View your transaction history online,11/21/2023,All Users,Open,High
712,3,Terms & Conditions Update,New amenities added near you,10/27/2023,All Users,Investigating,Low
713,51,Bug Fix Announcement,New feature: Order tracking,6/18/2023,Loyalty Members,Escalated,High
714,31,Mobile App Outage,View your transaction history online,2/12/2023,Beta Testers,On Hold,Medium
715,60,Staff Training Announcement,New dashboard tools for merchants,2/17/2023,Loyalty Members,Resolved,Medium
716,62,Bug Fix Announcement,Weekend flash sale starts now,3/13/2025,Customers,Dismissed,Low
717,10,Operating Hours Update,Exclusive event invite,1/13/2025,Support Team.,Closed,High
718,70,Order Delay Notice,Upcoming service outage notice,8/31/2024,Admins,Awaiting Customer Response,Low
719,59,Menu Update,Limited-time offer available,4/25/2024,Admins,Investigating,Medium
720,4,Transaction Delay Alert,Order ahead and skip the line.,1/12/2024,Loyalty Members,Escalated,Medium
721,53,Limited Time Offer,Exclusive event invite,10/13/2023,Admins,Resolved,Low
722,11,Terms & Conditions Update,Limited-time offer available,6/1/2023,Customers,Closed,Medium
723,55,Holiday Schedule,CafeCoin turns one – celebrate with us!,11/6/2023,Loyalty Members,Open,Medium
724,46,Website Maintenance,Your membership level has been upgraded,10/16/2023,New Users,Resolved,Medium
725,6,Policy Changes,You're close to earning a reward!,3/8/2024,Inactive Users,Closed,High
726,56,Transaction Delay Alert,Your membership level has been upgraded,10/30/2023,Employees,Open,Medium
727,30,Loyalty Tier Adjustment,New amenities added near you,5/16/2024,Merchants,Escalated,High
728,44,Reward Limit Update,Don't miss our spring event,11/22/2023,Inactive Users,Resolved,Low
729,7,Promo Code Alert,Welcome to CafeCoin!,3/5/2024,Admins,Closed,Low
730,43,Menu Update,Try our seasonal drinks!,9/29/2024,Beta Testers,On Hold,Medium
731,68,Feature Deactivation Notice,Security settings changed,2/23/2025,Loyalty Members,On Hold,Medium
732,42,Order Delay Notice,New merchant partners added,10/21/2023,Beta Testers,Escalated,Low
733,22,Subscription Reminder,New amenities added near you,9/20/2023,Merchants,Open,Medium
734,62,Order Delay Notice,Check out your coin balance,3/29/2025,All Users,Investigating,Medium
735,37,Terms & Conditions Update,We've updated our terms of service,1/24/2023,Inactive Users,On Hold,Medium
736,35,Server Optimization,New feature: Order tracking,5/3/2023,Employees,Awaiting Customer Response,High
737,73,Reward Limit Update,Try our seasonal drinks!,7/29/2023,Beta Testers,Closed,High
738,51,New Feature Launch,Limited-time offer available,7/7/2023,Customers,Open,High
739,72,Auto-Reload Changes,Check out your coin balance,3/11/2024,Support Team.,Investigating,High
740,40,Promo Code Alert,Refer a friend and earn coins,10/23/2023,New Users,Resolved,Low
741,50,Loyalty Tier Adjustment,Earn double coins this weekend,1/9/2024,Beta Testers,Open,Low
742,80,Reward Limit Update,Welcome to CafeCoin!,1/13/2023,Loyalty Members,Resolved,Low
743,13,Feature Testing Phase,You're close to earning a reward!,3/1/2023,Merchants,On Hold,Low
744,41,New Store Opening,Refer a friend and earn coins,4/20/2024,Employees,Dismissed,High
745,25,Staff Training Announcement,Your favorite item is back!,4/5/2023,Employees,Open,Low
746,8,Transaction Delay Alert,Your account summary is ready,10/22/2024,Beta Testers,Resolved,High
747,52,Feature Testing Phase,Security settings changed,6/2/2024,Merchants,Closed,High
748,65,Delivery Area Expansion,Your account summary is ready,9/23/2024,Customers,Awaiting Customer Response,Low
749,15,Menu Update,Redeem your coins for special items,10/4/2024,Merchants,Open,Low
750,26,Account Verification Notice,We've refreshed our menu!,6/8/2023,Support Team.,Resolved,Medium
751,47,App Version Release,Weekend flash sale starts now,8/6/2023,Customers,Awaiting Customer Response,Low
752,39,Promo Code Alert,Your order has shipped,1/1/2025,Inactive Users,Dismissed,Low
753,20,Bug Fix Announcement,We've updated our terms of service,12/21/2023,Loyalty Members,Investigating,High
754,74,Holiday Schedule,Community spotlight: Featured merchants,8/29/2023,Employees,Open,High
755,33,Holiday Schedule,Weekend flash sale starts now,4/28/2024,Support Team.,Resolved,High
756,45,Payment System Upgrade,Security settings changed,3/31/2024,Inactive Users,Dismissed,Medium
757,17,Policy Changes,Your order has shipped,3/10/2023,Employees,Awaiting Customer Response,High
758,57,Data Usage Policy,System maintenance scheduled tonight,12/19/2023,New Users,Open,High
759,75,Auto-Reload Changes,App update now available,7/13/2023,Loyalty Members,Resolved,Medium
760,31,Auto-Reload Changes,New feature: Order tracking,6/10/2024,Admins,Escalated,Low
761,71,Point Redemption Changes,Enjoy faster checkout with saved cards,2/23/2025,Beta Testers,Investigating,Low
762,77,Mobile App Outage,New rewards program launched,12/17/2024,Loyalty Members,Open,High
763,18,Bug Fix Announcement,Your favorite item is back!,2/14/2025,Employees,Investigating,High
764,78,Delivery Area Expansion,Upcoming service outage notice,2/18/2025,Customers,Escalated,Low
765,63,Holiday Schedule,Account activity alert,12/28/2023,Customers,Open,High
766,54,Subscription Reminder,We've updated our terms of service,1/16/2023,All Users,Dismissed,High
767,61,Maintenance Completed,App update now available,11/18/2024,Loyalty Members,Resolved,Medium
768,23,Server Optimization,Your account summary is ready,6/10/2023,All Users,On Hold,High
769,58,Service Interruption Notice,Exclusive event invite,1/11/2025,Customers,On Hold,Medium
770,24,Email Preferences Update.,New feature: Order tracking,11/18/2023,Loyalty Members,Dismissed,Medium
771,32,Urgent Security Update,Thank you for being a loyal customer,3/22/2025,Admins,Awaiting Customer Response,High
772,27,Scheduled Downtime,Try our seasonal drinks!,3/23/2025,Beta Testers,On Hold,High
773,19,Policy Changes,Enjoy faster checkout with saved cards,4/22/2023,Employees,Closed,Medium
774,34,Urgent Security Update,Your favorite item is back!,6/11/2023,Support Team.,On Hold,Medium
775,36,Reward Limit Update,Earn double coins this weekend,3/12/2023,Admins,Closed,High
776,38,Transaction Delay Alert,New amenities added near you,4/30/2024,All Users,Awaiting Customer Response,Medium
777,12,Staff Training Announcement,Discount applied to your next purchase,8/8/2023,Merchants,Investigating,Medium
778,49,Email Preferences Update.,Order ahead and skip the line.,11/2/2024,Inactive Users,Awaiting Customer Response,High
779,2,New Store Opening,New shop locations added,7/4/2023,Inactive Users,Closed,Low
780,21,Maintenance Completed,We've refreshed our menu!,10/17/2024,Beta Testers,Open,High
781,5,Email Preferences Update.,Reminder: Update your payment info,12/3/2023,Employees,Investigating,Medium
782,3,Operating Hours Update,Community spotlight: Featured merchants,7/15/2024,Employees,Closed,Medium
783,48,Website Maintenance,Order ahead and skip the line.,1/31/2024,Customers,Closed,Medium
784,1,Delivery Area Expansion,Your account summary is ready,1/6/2023,Merchants,Open,Low
785,64,Bug Fix Announcement,Order ahead and skip the line.,2/12/2023,Customers,Escalated,High
786,10,Payment System Upgrade,Don't miss our spring event,10/30/2024,Inactive Users,Resolved,High
787,76,Email Preferences Update.,Order ahead and skip the line.,7/16/2024,Customers,Awaiting Customer Response,Medium
788,28,Menu Update,We've updated our terms of service,4/10/2024,Loyalty Members,Escalated,Medium
789,9,Auto-Reload Changes,Upcoming service outage notice,5/16/2024,All Users,Dismissed,Low
790,16,Temporary Feature Suspension,Refer a friend and earn coins,5/4/2024,All Users,Investigating,Low
791,29,Temporary Feature Suspension,Reminder: Update your payment info,4/10/2023,Admins,Investigating,High
792,66,Urgent Security Update,We've refreshed our menu!,8/7/2023,Employees,On Hold,High
793,14,Loyalty Program Update,Refer a friend and earn coins,7/9/2023,Employees,Open,Medium
794,69,Subscription Reminder,View your transaction history online,10/9/2024,Loyalty Members,Closed,High
795,60,Bug Fix Announcement,We've refreshed our menu!,1/30/2025,Employees,Investigating,Medium
796,79,Reward Limit Update,We've refreshed our menu!,9/4/2023,Beta Testers,Closed,Medium
797,67,Mobile App Outage,Thank you for being a loyal customer,6/28/2023,Support Team.,On Hold,Low
798,74,Transaction Delay Alert,New shop locations added,1/23/2023,All Users,On Hold,Low
799,6,Data Usage Policy,We've refreshed our menu!,7/19/2024,All Users,Awaiting Customer Response,High
800,21,Temporary Feature Suspension,Order ahead and skip the line.,3/5/2025,Support Team.,Dismissed,High
801,76,Mobile App Outage,Weekend flash sale starts now,6/23/2024,Support Team.,Awaiting Customer Response,Medium
802,18,Policy Changes,App update now available,11/12/2024,New Users,Closed,Low
803,17,Menu Update,New dashboard tools for merchants,9/25/2023,Customers,Closed,Low
804,16,Holiday Schedule,New amenities added near you,2/15/2025,Employees,Dismissed,Low
805,42,Bug Fix Announcement,Weekend flash sale starts now,5/2/2023,Merchants,Open,High
806,24,Bug Fix Announcement,System maintenance scheduled tonight,11/24/2023,Merchants,On Hold,High
807,5,Staff Training Announcement,Don't miss our spring event,7/3/2024,Merchants,Resolved,High
808,9,Promo Code Alert,Important notice about reward items,11/20/2024,Merchants,Open,High
809,20,Email Preferences Update.,Upcoming service outage notice,1/12/2023,Employees,Open,Low
810,31,New Feature Launch,Discount applied to your next purchase,11/1/2023,New Users,Dismissed,High
811,50,New Feature Launch,New shop locations added,12/23/2024,Beta Testers,Awaiting Customer Response,Low
812,58,Feature Deactivation Notice,Discount applied to your next purchase,11/21/2023,Beta Testers,Escalated,Low
813,38,Promo Code Alert,Security settings changed,6/27/2024,Beta Testers,Open,Medium
814,65,Limited Time Offer,Limited-time offer available,10/27/2023,Merchants,On Hold,High
815,34,Reward Limit Update,CafeCoin turns one – celebrate with us!,7/28/2023,New Users,Investigating,High
816,43,Reward Limit Update,New feature: Order tracking,11/12/2024,Employees,On Hold,High
817,3,Limited Time Offer,New amenities added near you,12/13/2023,Support Team.,Dismissed,Medium
818,79,Promo Code Alert,Exclusive event invite,1/27/2025,New Users,Escalated,Low
819,19,Terms & Conditions Update,CafeCoin turns one – celebrate with us!,9/13/2024,Customers,Investigating,Medium
820,48,Loyalty Tier Adjustment,Enjoy faster checkout with saved cards,2/18/2025,New Users,Closed,High
821,75,Transaction Delay Alert,Limited-time offer available,5/16/2023,New Users,Escalated,High
822,28,Loyalty Program Update,Stay safe: Avoid phishing scams,6/9/2023,Loyalty Members,Closed,High
823,13,Loyalty Tier Adjustment,View your transaction history online,5/30/2024,Employees,Dismissed,High
824,33,Payment System Upgrade,Your order has shipped,7/20/2024,Merchants,Dismissed,Low
825,36,App Version Release,Reminder: Update your payment info,3/25/2024,New Users,On Hold,Low
826,49,Staff Training Announcement,Reminder: Update your payment info,6/19/2023,Support Team.,On Hold,Low
827,7,Subscription Reminder,Thank you for being a loyal customer,10/31/2023,Merchants,Open,High
828,30,Transaction Delay Alert,Weekend flash sale starts now,10/15/2023,Merchants,On Hold,High
829,8,Feedback Survey Launch,System maintenance scheduled tonight,3/1/2025,Customers,Closed,High
830,35,Staff Training Announcement,Your membership level has been upgraded,9/11/2023,Loyalty Members,On Hold,Medium
831,66,Order Delay Notice,Redeem your coins for special items,10/29/2023,Beta Testers,Dismissed,Medium
832,26,Feedback Survey Launch,CafeCoin turns one – celebrate with us!,4/28/2024,New Users,Closed,Low
833,27,Feedback Survey Launch,New merchant partners added,3/8/2023,Admins,Escalated,High
834,14,Service Interruption Notice,We've updated our terms of service,1/31/2024,Inactive Users,Investigating,Medium
835,63,Urgent Security Update,Don't miss our spring event,2/13/2025,All Users,Closed,Medium
836,53,Order Delay Notice,Stay safe: Avoid phishing scams,2/19/2023,Merchants,Closed,Medium
837,60,Email Preferences Update.,Thank you for being a loyal customer,2/13/2024,Support Team.,Resolved,Low
838,15,Urgent Security Update,Account activity alert,1/30/2025,Admins,On Hold,Medium
839,64,Maintenance Completed,New amenities added near you,7/1/2024,Loyalty Members,On Hold,Low
840,39,Delivery Area Expansion,Faster support now available,6/15/2023,Customers,Awaiting Customer Response,Medium
841,73,Feature Deactivation Notice,Faster support now available,2/5/2025,New Users,Closed,Medium
842,54,Subscription Reminder,Account activity alert,3/22/2025,Support Team.,Escalated,Medium
843,45,Point Redemption Changes,New dashboard tools for merchants,5/21/2023,Loyalty Members,On Hold,High
844,29,Menu Update,Refer a friend and earn coins,10/10/2023,Customers,Closed,Medium
845,23,Coin Balance Adjustment,Refer a friend and earn coins,1/21/2024,All Users,Awaiting Customer Response,Low
846,69,Rewards Expiry Notice,Faster support now available,9/12/2024,All Users,On Hold,Medium
847,70,Staff Training Announcement,Upcoming service outage notice,9/7/2023,Employees,Dismissed,Low
848,2,Website Maintenance,App update now available,6/27/2024,Beta Testers,Dismissed,Medium
849,62,Temporary Feature Suspension,Order ahead and skip the line.,4/5/2024,Beta Testers,Open,High
850,80,Feedback Survey Launch,Welcome to CafeCoin!,8/14/2023,Beta Testers,Investigating,High
851,32,Server Optimization,Stay safe: Avoid phishing scams,5/19/2024,Customers,Dismissed,Low
852,44,Temporary Feature Suspension,New feature: Order tracking,2/15/2024,Customers,Closed,Medium
853,55,Website Maintenance,Reminder: Update your payment info,10/31/2024,Customers,Open,Low
854,67,Data Usage Policy,Order ahead and skip the line.,12/28/2024,Inactive Users,Escalated,Low
855,52,Menu Update,We've updated our terms of service,1/15/2024,Support Team.,On Hold,Medium
856,4,Bug Fix Announcement,We've refreshed our menu!,2/15/2024,Beta Testers,Open,Low
857,57,Feature Testing Phase,View your transaction history online,6/11/2023,New Users,Dismissed,Medium
858,51,Website Maintenance,New dashboard tools for merchants,8/25/2023,Merchants,Escalated,Medium
859,72,Transaction Delay Alert,Stay safe: Avoid phishing scams,1/28/2025,Employees,Dismissed,High
860,47,Promo Code Alert,New feature: Order tracking,2/26/2023,Customers,Investigating,High
861,46,Order Delay Notice,Earn double coins this weekend,2/7/2025,Beta Testers,Closed,High
862,37,Account Verification Notice,Enjoy faster checkout with saved cards,11/21/2023,Admins,On Hold,Low
863,10,Menu Update,We've refreshed our menu!,7/3/2023,New Users,Dismissed,Low
864,78,Promo Code Alert,New shop locations added,2/6/2024,Loyalty Members,Dismissed,Low
865,71,System Maintenance,Faster support now available,4/12/2024,Merchants,Closed,Low
866,59,Staff Training Announcement,System maintenance scheduled tonight,10/5/2023,Customers,Awaiting Customer Response,Medium
867,11,Transaction Delay Alert,Discount applied to your next purchase,11/19/2023,Support Team.,Resolved,High
868,22,Temporary Feature Suspension,Account activity alert,1/4/2025,New Users,On Hold,High
869,41,Auto-Reload Changes,Stay safe: Avoid phishing scams,12/14/2024,Merchants,Closed,High
870,40,Feedback Survey Launch,Order ahead and skip the line.,6/23/2023,Inactive Users,Escalated,High
871,68,System Maintenance,App update now available,11/12/2023,Customers,Open,Medium
872,56,New Feature Launch,Discount applied to your next purchase,2/16/2023,Customers,Investigating,High
873,25,Auto-Reload Changes,Enjoy faster checkout with saved cards,8/1/2023,Merchants,On Hold,High
874,12,Urgent Security Update,New rewards program launched,7/7/2024,Customers,Dismissed,High
875,77,Policy Changes,New rewards program launched,12/22/2023,Support Team.,Open,Low
876,61,App Version Release,Account activity alert,3/10/2025,Support Team.,Closed,Low
877,1,Point Redemption Changes,View your transaction history online,12/6/2024,New Users,Escalated,High
878,51,Coin Balance Adjustment,Community spotlight: Featured merchants,2/16/2024,All Users,Open,Low
879,11,Menu Update,Community spotlight: Featured merchants,2/26/2024,All Users,Escalated,Medium
880,36,Urgent Security Update,Your order has shipped,4/8/2025,New Users,On Hold,Low
881,24,Point Redemption Changes,Refer a friend and earn coins,2/5/2023,All Users,Dismissed,Low
882,16,Temporary Feature Suspension,Your feedback matters – take our survey,4/12/2024,Inactive Users,Investigating,High
883,76,Loyalty Tier Adjustment,Your feedback matters – take our survey,7/29/2024,Loyalty Members,Closed,Medium
884,46,Staff Training Announcement,Weekend flash sale starts now,8/1/2024,Support Team.,Investigating,Medium
885,52,Bug Fix Announcement,Limited-time offer available,8/9/2023,Merchants,Open,High
886,43,Urgent Security Update,Exclusive event invite,8/19/2024,Merchants,Investigating,Medium
887,37,Data Usage Policy,Redeem your coins for special items,11/1/2024,Beta Testers,Investigating,High
888,69,Feature Testing Phase,We've updated our terms of service,11/14/2024,Loyalty Members,Awaiting Customer Response,Medium
889,55,Auto-Reload Changes,Earn double coins this weekend,9/15/2024,Customers,On Hold,Low
890,27,Coin Balance Adjustment,Important notice about reward items,3/26/2024,Support Team.,Awaiting Customer Response,Medium
891,68,New Feature Launch,Reminder: Update your payment info,10/26/2024,Admins,Open,High
892,53,Order Delay Notice,Check out your coin balance,2/22/2024,Beta Testers,On Hold,High
893,59,Maintenance Completed,Faster support now available,1/22/2024,Support Team.,Escalated,Medium
894,21,Coin Balance Adjustment,Faster support now available,11/15/2023,Merchants,Closed,Low
895,20,Bug Fix Announcement,App update now available,10/27/2023,All Users,On Hold,Low
896,5,Feature Deactivation Notice,Upcoming service outage notice,2/6/2024,Employees,Resolved,High
897,72,Reward Limit Update,Security settings changed,10/9/2024,Admins,Closed,Low
898,65,Feature Deactivation Notice,Check out your coin balance,7/17/2023,Employees,Investigating,Medium
899,29,Operating Hours Update,New dashboard tools for merchants,2/18/2025,Admins,Closed,Low
900,47,Coin Balance Adjustment,Try our seasonal drinks!,2/27/2024,All Users,Escalated,High
901,38,Order Delay Notice,Important notice about reward items,8/25/2024,All Users,Investigating,Medium
902,7,Mobile App Outage,Try our seasonal drinks!,7/11/2024,Admins,Escalated,High
903,32,App Version Release,Order ahead and skip the line.,4/24/2023,Support Team.,Escalated,Low
904,56,Email Preferences Update.,New dashboard tools for merchants,2/11/2025,All Users,On Hold,Medium
905,2,Promo Code Alert,New dashboard tools for merchants,4/15/2023,Inactive Users,Closed,Medium
906,74,Loyalty Program Update,View your transaction history online,10/23/2023,Inactive Users,Escalated,Medium
907,12,Feedback Survey Launch,App update now available,1/29/2024,All Users,Awaiting Customer Response,High
908,14,Holiday Schedule,Stay safe: Avoid phishing scams,12/31/2024,Beta Testers,Closed,High
909,19,Staff Training Announcement,New rewards program launched,8/28/2024,Merchants,Awaiting Customer Response,High
910,61,Feedback Survey Launch,Your favorite item is back!,1/6/2025,Beta Testers,Open,Medium
911,6,Transaction Delay Alert,Community spotlight: Featured merchants,6/21/2023,All Users,Awaiting Customer Response,Medium
912,10,Feature Testing Phase,We've updated our terms of service,9/3/2024,Employees,Dismissed,High
913,63,Account Verification Notice,Try our seasonal drinks!,12/15/2023,New Users,Open,High
914,45,Server Optimization,New rewards program launched,3/30/2023,Merchants,Investigating,High
915,67,App Version Release,Thank you for being a loyal customer,1/4/2025,Merchants,Dismissed,Medium
916,44,Limited Time Offer,Limited-time offer available,4/9/2024,Customers,Closed,High
917,25,Holiday Schedule,Security settings changed,1/9/2025,New Users,Investigating,High
918,49,Auto-Reload Changes,Earn double coins this weekend,10/28/2023,Customers,Closed,High
919,78,Data Usage Policy,Important notice about reward items,4/1/2025,Merchants,On Hold,High
920,71,Order Delay Notice,Your membership level has been upgraded,12/29/2023,All Users,Escalated,High
921,22,Urgent Security Update,CafeCoin turns one – celebrate with us!,3/21/2025,Merchants,Escalated,Medium
922,39,Coin Balance Adjustment,View your transaction history online,5/12/2024,Merchants,Dismissed,Low
923,73,Operating Hours Update,Your account summary is ready,9/4/2024,Loyalty Members,Closed,Medium
924,79,Limited Time Offer,Account activity alert,2/12/2024,Admins,Awaiting Customer Response,Low
925,48,Feedback Survey Launch,Stay safe: Avoid phishing scams,12/13/2024,New Users,Investigating,High
926,54,App Version Release,Exclusive event invite,9/22/2023,Loyalty Members,Investigating,High
927,42,Website Maintenance,You're close to earning a reward!,3/11/2024,Inactive Users,Resolved,Medium
928,70,Coin Balance Adjustment,Upcoming service outage notice,8/2/2024,Loyalty Members,Closed,Medium
929,33,Maintenance Completed,Stay safe: Avoid phishing scams,6/26/2023,Merchants,Awaiting Customer Response,High
